Designator,Mid X,Mid Y,Rotation,Layer
J1,55.0,-62.0,180.0,top
SW10,49.5,-113.525,0.0,top
SW11,49.5,-75.525,0.0,top
SW3,11.5,-94.525,0.0,top
SW4,30.5,-94.525,0.0,top
SW5,49.5,-94.525,0.0,top
SW6,30.5,-75.525,0.0,top
SW7,30.5,-113.525,0.0,top
SW8,68.5,-75.525,0.0,top
SW9,68.5,-94.525,0.0,top
